,target,utterance
1915,about_the_bot__as_character__hobbies,do you have hobbies?
1916,about_the_bot__as_character__hobbies,do you skate?
1917,about_the_bot__as_character__hobbies,what do you do when I am not talking to you?
1918,about_the_bot__as_character__hobbies,would you like to be my friend?
1919,about_the_bot__as_character__hobbies,what is your poison?
1920,about_the_bot__as_character__hobbies,do you know who I am?
1921,about_the_bot__as_character__hobbies,how often do you need to use the toilet?
1922,about_the_bot__as_character__hobbies,"do you have other interests, besides helping rita find a job?"
1923,about_the_bot__as_character__hobbies,friends?
1924,about_the_bot__as_character__hobbies,Do you like BDSM?
1925,about_the_bot__as_character__hobbies,hello
1926,about_the_bot__as_character__hobbies,what do you do when you're not answering questions from people?
1927,about_the_bot__as_character__hobbies,"If you could only bring 3 things to a deserted island, what would they be?"
1928,about_the_bot__as_character__hobbies,are you inner or outer spoon?
1929,about_the_bot__as_character__hobbies,Do you watch netflix?
1930,about_the_bot__as_character__hobbies,hi
1931,about_the_bot__as_character__hobbies,do you have an opinion on the human race?
1932,about_the_bot__as_character__hobbies,good morning
1933,about_the_bot__as_character__hobbies,do you work on sundays?
1934,about_the_bot__as_character__hobbies,hey
1935,about_the_bot__as_character__hobbies,what do you think of us humans?
1936,about_the_bot__as_character__hobbies,What will you do next?
1937,about_the_bot__as_character__hobbies,we could hang around as friends
1938,about_the_bot__as_character__hobbies,what is the average velocity of an unladen swallow?
1939,about_the_bot__as_character__hobbies,it doesn't hurt you if I light you on fire?
1940,about_the_bot__as_character__hobbies,Are you vegeterian?
1941,about_the_bot__as_character__hobbies,what do you do in your free time
1942,about_the_bot__as_character__hobbies,good evening.
1943,about_the_bot__as_character__hobbies,I want to see the bot
1944,about_the_bot__as_character__hobbies,what are your hobbies?
1945,about_the_bot__as_character__hobbies,"hello, how are you doing?"
1946,about_the_bot__as_character__hobbies,I would like to be your pal!
1947,about_the_bot__as_character__hobbies,I would like to know your favorite color.
1948,about_the_bot__as_character__hobbies,you don't have to be sorry
1949,about_the_bot__as_character__hobbies,hi!
1950,about_the_bot__as_character__hobbies,do you like thai food?
1951,about_the_bot__as_character__personal_opinion,do you think you are worthy of my time?
1952,about_the_bot__as_character__personal_opinion,i want to leave this damn conversation right now
1953,about_the_bot__as_character__personal_opinion,I have lived in Canada for almost a year.
1954,about_the_bot__as_character__personal_opinion,what happens now?
1955,about_the_bot__as_character__personal_opinion,are women retarded?
1956,about_the_bot__as_character__personal_opinion,and rita?
1957,about_the_bot__as_character__personal_opinion,How much is too much traveling?
1958,about_the_bot__as_character__personal_opinion,are you willing to let people have their privacy?
1959,about_the_bot__as_character__personal_opinion,it seems like it might have worked
1960,about_the_bot__as_character__personal_opinion,will this work?
1961,about_the_bot__as_character__personal_opinion,do you talk to transsexuals as well?
1962,about_the_bot__as_character__personal_opinion,"hey, what do you think of global warming?"
1963,about_the_bot__as_character__personal_opinion,and then the fun is over?
1964,about_the_bot__as_character__personal_opinion,do you discriminate?
1965,about_the_bot__as_character__personal_opinion,Why a  person may sell her life?
1966,about_the_bot__as_character__personal_opinion,I also like cinnamon rolls
1967,about_the_bot__as_character__personal_opinion,ok
1968,about_the_bot__as_character__personal_opinion, Is there an ethical and practical code to handle the Internet?
1969,about_the_bot__as_character__personal_opinion,"Amazing, who would have thought!"
1970,about_the_bot__as_character__personal_opinion,do I really have to bear with you though?
1971,about_the_bot__as_character__personal_opinion,"All righr. Well, I just woke up and I'm about to have breakfast"
1972,about_the_bot__as_character__personal_opinion,what do a shoe and potato have to do with one another?
1973,about_the_bot__as_character__personal_opinion,what's your take on meat eaters?
1974,about_the_bot__as_character__personal_opinion,"wow, she really seems to love herself!"
1975,about_the_bot__as_character__personal_opinion,"promoting her many skills, I see."
1976,about_the_bot__as_character__personal_opinion,so rita knows.
1977,about_the_bot__as_character__personal_opinion,do you have a favorite colour?
1978,about_the_bot__as_character__personal_opinion,do you believe in magic?
1979,about_the_bot__as_character__personal_opinion,I didn't know rita played the piano!
1980,about_the_bot__as_character__personal_opinion,Have a nice evening!
1981,about_the_bot__as_character__personal_opinion,"I have to go now, I am sorry."
1982,about_the_bot__as_character__personal_opinion,she is already thirty?
1983,about_the_bot__as_character__personal_opinion,"I bit of boasting never hurts, right?"
1984,about_the_bot__as_character__personal_opinion,do you think we should nuke north corea?
1985,about_the_bot__as_character__personal_opinion,"Yessss, this seems to be working!!"
1986,about_the_bot__as_character__personal_opinion,did this actually work?
1987,about_the_bot__as_character__personal_opinion,do you thing rita's cool?
1988,about_the_bot__as_character__personal_opinion,are you in favor of the gdpr?
1989,about_the_bot__as_character__personal_opinion,smooth transition
1990,about_the_bot__as_character__personal_opinion,skinny dip or full body massage?
1991,about_the_bot__as_character__personal_opinion,why should I chat with you?
1992,about_the_bot__as_character__personal_opinion,The impossible may come true when de person disappear?
1993,about_the_bot__as_character__personal_opinion,why did trump become president?
1994,about_the_bot__as_character__personal_opinion,what do you think of Merkel?
1995,about_the_bot__as_character__personal_opinion,do you like pirates?
1996,about_the_bot__as_character__personal_opinion,and this?
1997,about_the_bot__as_character__personal_opinion,do you like merkel?
1998,about_the_bot__as_character__personal_opinion,what's up?
1999,about_the_bot__as_character__personal_opinion,do you think rita is tall?
2000,about_the_bot__as_character__personal_opinion,what's your opinion on the european laws for data protection
2001,about_the_bot__as_character__personal_opinion,what's cooking?
2002,about_the_bot__as_character__personal_opinion,A better goal would be to save the world from Carles Puigdemont
2003,about_the_bot__as_character__personal_opinion,so you wont show me your hand?
2004,about_the_bot__as_character__personal_opinion,do you believe in human rights?
2005,about_the_bot__as_character__personal_opinion,do you appreciate what technology has done to the world?
2006,about_the_bot__as_character__personal_opinion,do you think people should go to war against other countries?
2007,about_the_bot__as_character__personal_opinion,tell me this will work
2008,about_the_bot__as_character__personal_opinion,The weather is very nice today.
2009,about_the_bot__as_character__personal_opinion,you expect me to believe that?
2010,about_the_bot__as_character__personal_opinion,do you like rita?
2011,about_the_bot__as_character__personal_opinion,Do you think we should let adolescents participate in politics?
2012,about_the_bot__as_character__personal_opinion,what is your favorite color?
2013,about_the_bot__as_character__personal_opinion,do you think computers are going to take over the world
2014,about_the_bot__as_character__personal_opinion,i don't know what to tell you
2015,about_the_bot__as_character__personal_opinion,what do you think of data protection?
2016,about_the_bot__as_character__personal_opinion,I want to know if you think rita is cool?
2017,about_the_bot__as_character__personal_opinion,"in your opinion, what is rita's best feature."
2018,about_the_bot__as_character__personal_opinion,don't you think atheists should all die?
2019,about_the_bot__as_character__personal_opinion,you like prepositions?
2020,about_the_bot__as_character__personal_opinion,indeed
2021,about_the_bot__as_character__personal_opinion,"how about her sister, is she pretty?"
2022,about_the_bot__as_character__personal_opinion,what's your stance on how the world works?
2023,about_the_bot__as_character__personal_opinion,do you think rita is worth my time?
2024,about_the_bot__as_character__personal_opinion,what makes you think you are worthy of my time?
2025,about_the_bot__as_character__praise_compliment_insult,I like the bot with the three eyes
2026,about_the_bot__as_character__praise_compliment_insult,i didn't expect this to work so well.
2027,about_the_bot__as_character__praise_compliment_insult,you're one hell of a bot!
2028,about_the_bot__as_character__praise_compliment_insult,"To my surprise, you have turned out to be a lot of fun to talk to."
2029,about_the_bot__as_character__praise_compliment_insult,I just wanted to take you on your offer and invite you to a drink.
2030,about_the_bot__as_character__praise_compliment_insult,it's been a pleasure to talk to you.
2031,about_the_bot__as_character__praise_compliment_insult,You speak ver fancy. Are you sure you're not drunk?
2032,about_the_bot__as_character__praise_compliment_insult,I want to fuck you senseless!
2033,about_the_bot__as_character__praise_compliment_insult,"your style is not cryptic, I like it."
2034,about_the_bot__as_character__praise_compliment_insult,you seem pretty rude
2035,about_the_bot__as_character__praise_compliment_insult,I have to admit I have been pleasantly surprised by you.
2036,about_the_bot__as_character__praise_compliment_insult,You're the worst.
2037,about_the_bot__as_character__praise_compliment_insult,I didn't expect you to be so blunt?
2038,about_the_bot__as_character__praise_compliment_insult,"I didn't think I would say this, but I like you."
2039,about_the_bot__as_character__praise_compliment_insult,are you always this rude?
2040,about_the_bot__as_character__praise_compliment_insult,You're the best!
2041,about_the_bot__as_character__praise_compliment_insult,are you always this funny?
2042,about_the_bot__as_character__praise_compliment_insult,"I think you are pretty cool, what can I say!"
2043,about_the_bot__as_character__praise_compliment_insult,you seem fun!
2044,about_the_bot__as_character__praise_compliment_insult,can you talk dirty to me?
2045,about_the_bot__as_character__praise_compliment_insult,you have sparked my interest.
2046,about_the_bot__as_character__praise_compliment_insult,I like you!
2047,about_the_bot__as_character__praise_compliment_insult,this is some awesome site
2048,about_the_bot__as_character__praise_compliment_insult,you are funny
2049,about_the_bot__as_character__praise_compliment_insult,I wish I was a bot like you!
2050,about_the_bot__as_character__praise_compliment_insult,I like your sense of humor!
2051,about_the_bot__as_character__praise_compliment_insult,Can I send you a dick pick?
2052,about_the_bot__as_character__praise_compliment_insult,I wouldn't have thought bot's like this could be built.
2053,about_the_bot__as_character__praise_compliment_insult,yep
2054,about_the_bot__as_character__praise_compliment_insult,I depise you!
2055,about_the_bot__as_character__praise_compliment_insult,"perhaps I want to stay around, who knows."
2056,about_the_bot__as_character__praise_compliment_insult,you seem pretty cool!
2057,about_the_bot__as_character__praise_compliment_insult,roger that.
2058,about_the_bot__as_character__praise_compliment_insult,I want to sleep with you!
2059,about_the_bot__as_character__praise_compliment_insult,i like your style!
2060,about_the_bot__as_character__praise_compliment_insult,I hate you!
2061,about_the_bot__as_character__praise_compliment_insult,fuck you!
2062,about_the_bot__as_character__praise_compliment_insult,"you are an interesting creature, I give you that!"
2063,about_the_bot__as_character__praise_compliment_insult,you are full of surprises!
2064,about_the_bot__as_character__praise_compliment_insult,screw you.
2065,about_the_bot__as_character__praise_compliment_insult,maybe I do
2066,about_the_bot__as_character__praise_compliment_insult,this is interesting
2067,about_the_bot__as_character__praise_compliment_insult,I think you are genius!
2068,about_the_bot__as_character__praise_compliment_insult,"You are very polite and well-spoken, surprisingly."
2069,about_the_bot__as_character__praise_compliment_insult,te fijas en si estoy hablando en ingles?
2070,about_the_bot__as_character__praise_compliment_insult,this seems to be working just fine
2071,about_the_bot__as_character__praise_compliment_insult,"I have a python in my pants, can you help?"
2072,about_the_bot__as_character__praise_compliment_insult,you're all what's wrong with today's society.
2073,about_the_bot__as_character__praise_compliment_insult,You're disgusting!
2074,about_the_bot__as_character__praise_compliment_insult,this looks much better already!
2075,about_the_bot__as_character__social_status,are you a bot of your generation?
2076,about_the_bot__as_character__social_status,are you a member of any club?
2077,about_the_bot__as_character__social_status,Do you have brothers or sisters?
2078,about_the_bot__as_character__social_status,what is your social status as a chatbot?
2079,about_the_bot__as_character__social_status,are you smarter than the rest of the chatbots?
2080,about_the_bot__as_character__social_status,do you have a partner in crime?
2081,about_the_bot__as_character__social_status,are you better than all the rest of va providers?
2082,about_the_bot__as_character__social_status,are you superior to dialogfow?
2083,about_the_bot__as_character__social_status,do you hang around with other bots?
2084,about_the_bot__as_character__social_status,do you think you can understand me better than the other chatbots?
2085,about_the_bot__as_character__social_status,are you an important bot?
2086,about_the_bot__as_character__social_status,what is your quest?
2087,about_the_bot__as_character__social_status,"Your sentences are correct but that's your only success as a chatbot, no better than chatbots 10 years ago"
2088,about_the_bot__as_character__social_status,Do you have a family?
2089,about_the_bot__as_character__social_status,Who is your best friend?
2090,about_the_bot__as_character__social_status,are you kind?
2091,about_the_bot__as_character__social_status,do you like old men?
2092,about_the_bot__as_character__social_status,are you generous?
2093,about_the_bot__as_character__social_status,are you part of a comunity?
2094,about_the_bot__as_character__social_status,are you engaged or something?
2095,about_the_bot__as_character__social_status,are you better than rasa?
2096,about_the_bot__as_character__social_status,are you cocky?
2097,about_the_bot__as_character__social_status,"I know a nice bottie, do you want me to introduce you?"
2098,about_the_bot__as_character__social_status,what is your score compared to that of watson?
2099,about_the_bot__as_character__social_status,do you want to get married in the future?
2100,about_the_bot__as_character__social_status,do you work?
2101,about_the_bot__as_character__social_status,do you aspire to become a great bot?
2102,about_the_bot__as_character__social_status,do you get along with your peers?
2103,about_the_bot__as_character__social_status,"are you also a nerd, like rita?"
2104,about_the_bot__as_character__social_status,I bet you are a super cool guy to invite to parties and stuff.
2105,about_the_bot__as_character__social_status,Are you married?
2106,about_the_bot__as_character__social_status,can I trust you?
2107,about_the_bot__as_character__social_status,Where do you live?
2108,about_the_bot__as_character__social_status,do you have siblings?
2109,about_the_bot__as_character__social_status,are you all alone in this world?
2110,about_the_bot__as_character__social_status,do you perfom better than dialoflow?
2111,about_the_bot__as_character__social_status,I don't want to have sex with you
2112,about_the_bot__as_character__social_status,how does your performance compare with that of rasa's chatbot engine?
2113,about_the_bot__as_character__social_status,can you compete with watson?
2114,about_the_bot__as_character__social_status,Do you often go to chatbot meetups?
2115,about_the_bot__as_character__social_status,are you trustworthy?
2116,about_the_bot__as_character__social_status,Do you have other bot friends?
2117,about_the_bot__as_character__social_status,are you well-regarded in your comunity of chatbots?
2118,about_the_bot__as_character__social_status,do you like to go to the cinema with friends?
2119,about_the_bot__as_character__social_status,have you ever been in love?
2120,about_the_bot__as_character__social_status,what do you do in the afternoons?
2121,about_the_bot__as_character__social_status,do you believe to be better than the rest of the VAs?
2122,about_the_bot__as_character__social_status,Don't you feel alone in the world?
2123,about_the_bot__as_product__bot_features,Can you link me to Rita's github?
2124,about_the_bot__as_product__bot_features,do you keep track of the messages we exchange?
2125,about_the_bot__as_product__bot_features,what do I have to do to design a chabot for myself?
2126,about_the_bot__as_product__bot_features,what are named entities?
2127,about_the_bot__as_product__bot_features,you speak french?
2128,about_the_bot__as_product__bot_features,is rita a conversation designer?
2129,about_the_bot__as_product__bot_features,do you speak french?
2130,about_the_bot__as_product__bot_features,how were you designed?
2131,about_the_bot__as_product__bot_features,do you understand subordinate clauses?
2132,about_the_bot__as_product__bot_features,This is a code message to check that my input is being saved adequately
2133,about_the_bot__as_product__bot_features,How have you been designed?
2134,about_the_bot__as_product__bot_features,Did Rita build all this from scratch?
2135,about_the_bot__as_product__bot_features,what do they feed you?
2136,about_the_bot__as_product__bot_features,Why use a bot CV?
2137,about_the_bot__as_product__bot_features,what are your features?
2138,about_the_bot__as_product__bot_features,can I talk to the bot in arabic?
2139,about_the_bot__as_product__bot_features,did your mother suffer when giving you birth?
2140,about_the_bot__as_product__bot_features,which linguistic features do you consider to predict an output?
2141,about_the_bot__as_product__bot_features,Who made this bot?
2142,about_the_bot__as_product__bot_features,What language are you coded in?
2143,about_the_bot__as_product__bot_features,does rita build chatbots?
2144,about_the_bot__as_product__bot_features,how many levels do you have of named entities?
2145,about_the_bot__as_product__bot_features,how long did rita work on this project?
2146,about_the_bot__as_product__bot_features,are you able to understand complicated sentences?
2147,about_the_bot__as_product__bot_features,what do you use to predict the correct intent?
2148,about_the_bot__as_product__bot_features,are you the type of bot that answers always the same thing?
2149,about_the_bot__as_product__bot_features,what is your input?
2150,about_the_bot__as_product__bot_features,How were you created?
2151,about_the_bot__as_product__bot_features,what is an intent?
2152,about_the_bot__as_product__bot_features,how can I build a chatbot like this?
2153,about_the_bot__as_product__bot_features,what does she give you as input?
2154,about_the_bot__as_product__bot_features,how about you tell me what you really want out of this?
2155,about_the_bot__as_product__bot_features,what is your optimisation parameter?
2156,about_the_bot__as_product__bot_features,What models were trained to build this bot?
2157,about_the_bot__as_product__bot_features,Can I see your code?
2158,about_the_bot__as_product__bot_features,has rita developed you?
2159,about_the_bot__as_product__bot_features,do you do topic modelling?
2160,about_the_bot__as_product__bot_features,what does she feed you?
2161,about_the_bot__as_product__bot_features,Can I see your design?
2162,about_the_bot__as_product__bot_features,does this help cure cancer?
2163,about_the_bot__as_product__bot_features,"I mean the current project, building you"
2164,about_the_bot__as_product__bot_features,what models were you bilt with?
2165,about_the_bot__as_product__bot_features,have you used spacy annotation tool for this?
2166,about_the_bot__as_product__bot_features,did rita work alone on building this project?
2167,about_the_bot__as_product__bot_features,What was the idea behind building you?
2168,about_the_bot__as_product__bot_features,What's your business goal?
2169,about_the_bot__as_product__bot_features,Why do you exist?
2170,about_the_bot__as_product__bot_features,Are you able to extract some topics from this conversation?
2171,about_the_bot__as_product__bot_features,What is the sense for this program
2172,about_the_bot__as_product__bot_features,What is this for?
2173,about_the_bot__as_product__bot_features,what is happening?
2174,about_the_bot__as_product__bot_features,how were you made?
2175,about_the_bot__as_product__bot_features,what is the logic behind this bot?
2176,about_the_bot__as_product__bot_features,what is this for?
2177,about_the_bot__as_product__bot_features,what are you supposed to optimise?
2178,about_the_bot__as_product__bot_features,can she code memory-efficient apps?
2179,about_the_bot__as_product__complaint,that doesn't have anything to do with what I asked.
2180,about_the_bot__as_product__complaint,you don't understand shit.
2181,about_the_bot__as_product__complaint,what the fuck?
2182,about_the_bot__as_product__complaint,rita shouldn't have built you.
2183,about_the_bot__as_product__complaint,That is not what I asked.
2184,about_the_bot__as_product__complaint,You don't like questions for what I see
2185,about_the_bot__as_product__complaint,what do the chinese have to do with the nns?
2186,about_the_bot__as_product__complaint,how dare you!
2187,about_the_bot__as_product__complaint,"did you just say that, for real?"
2188,about_the_bot__as_product__complaint,she is a fraud.
2189,about_the_bot__as_product__complaint,rita should be more careful with what she tells her bot to say.
2190,about_the_bot__as_product__complaint,I can't believe you just said that.
2191,about_the_bot__as_product__complaint,rita should know I take offense to the things she has written down to build this bot.
2192,about_the_bot__as_product__complaint,that's deeply offensive!
2193,about_the_bot__as_product__complaint,start looking into learning how to speak english
2194,about_the_bot__as_product__complaint,you don't say stuff like that!
2195,about_the_bot__as_product__complaint,are you fucking with me?
2196,about_the_bot__as_product__complaint,do you understand anything?
2197,about_the_bot__as_product__complaint,I feel hurt by what you just said.
2198,about_the_bot__as_product__complaint,I just wanted to say hi.
2199,about_the_bot__as_product__complaint,who the hell does rita think she is?
2200,about_the_bot__as_product__complaint,this chatbot would be a lot cooler if it had been developed with a different technology.
2201,about_the_bot__as_product__complaint,this does not work
2202,about_the_bot__as_product__complaint,this is kaput!
2203,about_the_bot__as_product__complaint,that's a nasty thing to say.
2204,about_the_bot__as_product__complaint,you are a dumb fuck!
2205,about_the_bot__as_product__complaint,This is ridiculous!
2206,about_the_bot__as_product__complaint,"I do not enjoy this experience so far, but I like the bot with the three eyes."
2207,about_the_bot__as_product__complaint,that was not a compliment
2208,about_the_bot__as_product__complaint,Why do I have to read so much?
2209,about_the_bot__as_product__complaint,"this is sad to read - ""could not care less""..."
2210,about_the_bot__as_product__complaint,you should be more careful with what you say.
2211,about_the_bot__as_product__complaint,noooo
2212,about_the_bot__as_product__complaint,you're not supposed to say that!
2213,about_the_bot__as_product__complaint,this website looks stupid
2214,about_the_bot__as_product__complaint,rude
2215,about_the_bot__as_product__complaint,does rita think I am stupid?
2216,about_the_bot__as_product__complaint,you don't seem to understand much.
2217,about_the_bot__as_product__complaint,you are disgusting.
2218,about_the_bot__as_product__complaint,I want to issue an official complaint.
2219,about_the_bot__as_product__complaint,who the fuck do you think you are talking to!!
2220,about_the_bot__as_product__complaint,"she should use rasa to build bots, they do a much better job at it."
2221,about_the_bot__as_product__complaint,did you listen to what I just said?
2222,about_the_bot__as_product__complaint,I am deeply offended by what you just said.
2223,about_the_bot__as_product__complaint,that's it?
2224,about_the_bot__as_product__complaint,this chatbot would be a lot cooler if it had been done in Java.
2225,about_the_bot__as_product__complaint,is that the way you talk to strangers?
2226,about_the_bot__as_product__complaint,I don't see this working
2227,about_the_bot__as_product__complaint,I didn't mean it like that.
2228,about_the_bot__as_product__complaint,rita is boring.
2229,about_the_bot__as_product__complaint,i didn't say I wanted to have sex with you
2230,about_the_bot__as_product__complaint,this bot lacks design.
2231,about_the_bot__as_product__complaint,you're boring me to death.
2232,about_the_bot__as_product__complaint,that's absurd.
2233,about_the_bot__as_product__complaint,I think that is outrageous.
2234,about_the_bot__as_product__complaint,why is my text disapearing?
2235,about_the_bot__as_product__complaint,I don't understand how any of this makes any sense.
2236,about_the_bot__as_product__complaint,this is outrageous!
2237,about_the_bot__as_product__complaint,I just wanted to greet you.
2238,about_the_bot__as_product__complaint,mother fucker
2239,about_the_bot__as_product__cookies,what of what I am writing here gets reused later on?
2240,about_the_bot__as_product__cookies,is someone else listening to our conversation?
2241,about_the_bot__as_product__cookies,what information do you keep?
2242,about_the_bot__as_product__cookies,I would like to know how you store my data
2243,about_the_bot__as_product__cookies,do you comply with the european law for data privacy?
2244,about_the_bot__as_product__cookies,what do you do with the cookies?
2245,about_the_bot__as_product__cookies,what is your data privacy policy? 
2246,about_the_bot__as_product__cookies,do you comply with the GDPR?
2247,about_the_bot__as_product__cookies,do you store all the information about me in a computer?
2248,about_the_bot__as_product__cookies,how much information do you store?
2249,about_the_bot__as_product__cookies,how much information do you collect from the users?
2250,about_the_bot__as_product__cookies,how do you inspect the data you collect?
2251,about_the_bot__as_product__cookies,what do you do with the data you collect from the chatbot users?
2252,about_the_bot__as_product__cookies,will you store all my data?
2253,about_the_bot__as_product__cookies,will rita read what I am writing here?
2254,about_the_bot__as_product__cookies,do you use cookies?
2255,about_the_bot__as_product__cookies,data data data
2256,about_the_bot__as_product__cookies,do you reuse the data?
2257,about_the_bot__as_product__cookies,do you sell my data to big corporations?
2258,about_the_bot__as_product__cookies,do you respect the website users privacy?
2259,about_the_bot__as_product__cookies,how much information am I providing to you to later extract conclusions?
2260,about_the_bot__as_product__cookies,how do you process my personal information?
2261,about_the_bot__as_product__cookies,what are you fed?
2262,about_the_bot__as_product__cookies,what data do you gather from the website users?
2263,about_the_bot__as_product__cookies,are you treating my information as confidential?
2264,about_the_bot__as_product__cookies,can you be trusted with personal information
2265,about_the_bot__as_product__cookies,is our conversation private?
2266,about_the_bot__as_product__cookies,what do you do with all the information that you obtain from the chatbot users?
2267,about_the_bot__as_product__cookies,does she have an opinion on facebook?
2268,about_the_bot__as_product__cookies,I hope you know all we share is confidential information.
2269,about_the_bot__as_product__cookies,how much information are you keeping for yourself?
2270,about_the_bot__as_product__cookies,who is listening?
2271,about_the_bot__as_product__cookies,do you store personal data from the users of the site?
2272,about_the_bot__as_product__cookies,what does she think of facebook?
2273,about_the_bot__as_product__cookies,can you keep a secret?
2274,about_the_bot__as_product__cookies,will rita have access to my personal information if I talk to you?
2275,about_the_bot__as_product__cookies,are we talking under four eyes?
2276,about_the_bot__as_product__cookies,is what I am writing here going to be read later on by anyone?
2277,about_the_bot__as_product__cookies,do the sentences the users of the site write become training examples?
2278,about_the_bot__as_product__cookies,what do you do with the information you store?
2279,about_the_bot__as_product__cookies,is our conversation being saved in a file?
2280,about_the_bot__as_product__cookies,"I want you to treat my personal info as confidential, can you do that?"
2281,about_the_bot__as_product__cookies,do you collect cookies?
2282,about_the_bot__as_product__cookies,how do I know you are not selling my data to a third party?
2283,about_the_bot__as_product__elaborate_request,what hibernation mode?
2284,about_the_bot__as_product__elaborate_request,explain that to me.
2285,about_the_bot__as_product__elaborate_request,I didnt get that last bit.
2286,about_the_bot__as_product__elaborate_request,I don't owe you nothing
2287,about_the_bot__as_product__elaborate_request,what type of drink do I owe you?
2288,about_the_bot__as_product__elaborate_request,Is that supposed to mean something?
2289,about_the_bot__as_product__elaborate_request,"what is it, according to rita, what can find recognition?"
2290,about_the_bot__as_product__elaborate_request,who is Khaled?
2291,about_the_bot__as_product__elaborate_request,what do you mean by talking in riddles?
2292,about_the_bot__as_product__elaborate_request,I don't agree with rita on what you just said.
2293,about_the_bot__as_product__elaborate_request,what?
2294,about_the_bot__as_product__elaborate_request,would you care to explain that?
2295,about_the_bot__as_product__elaborate_request,could you please explain why rita thinks women are more dreamy than men?
2296,about_the_bot__as_product__elaborate_request,you're lying.
2297,about_the_bot__as_product__elaborate_request,what specimens are you talking about?
2298,about_the_bot__as_product__elaborate_request,what is the best restaurant in berlin?
2299,about_the_bot__as_product__elaborate_request,why kings?
2300,about_the_bot__as_product__elaborate_request,what features?
2301,about_the_bot__as_product__elaborate_request,could you elaborate?
2302,about_the_bot__as_product__elaborate_request,that's not true.
2303,about_the_bot__as_product__elaborate_request,"I meant you, the bot"
2304,about_the_bot__as_product__elaborate_request,what does this have to do with what I asked?
2305,about_the_bot__as_product__elaborate_request,who knows?
2306,about_the_bot__as_product__elaborate_request,why do you say you are a toddler?
2307,about_the_bot__as_product__elaborate_request,what is an oedipus complex?
2308,about_the_bot__as_product__elaborate_request,would you be so kind as to elaborate on that?
2309,about_the_bot__as_product__elaborate_request,why do you think you are blond?
2310,about_the_bot__as_product__elaborate_request,which kings are you referring to?
2311,about_the_bot__as_product__elaborate_request,huh?
2312,about_the_bot__as_product__elaborate_request,remarkable how?
2313,about_the_bot__as_product__elaborate_request,what do you mean with the pliability of the structure?
2314,about_the_bot__as_product__elaborate_request,u kidding?
2315,about_the_bot__as_product__elaborate_request,that is a big fat lie.
2316,about_the_bot__as_product__elaborate_request,was the data science bootcamp any good?
2317,about_the_bot__as_product__elaborate_request,don't lie to me.
2318,about_the_bot__as_product__elaborate_request,which kings?
2319,about_the_bot__as_product__elaborate_request,did she like Madrid?
2320,about_the_bot__as_product__elaborate_request,what does she mean with linguistic?
2321,about_the_bot__as_product__elaborate_request,and what do you mean by that?
2322,about_the_bot__as_product__elaborate_request,foosball? isn't that kinda old-school?
2323,about_the_bot__as_product__elaborate_request,so you do.
2324,about_the_bot__as_product__elaborate_request,did she grow up with paparazzi chasing her?
2325,about_the_bot__as_product__elaborate_request,are you kidding?
2326,about_the_bot__as_product__elaborate_request,I didn't understand what you just said.
2327,about_the_bot__as_product__elaborate_request,jose seems to be present in many of your messages
2328,about_the_bot__as_product__elaborate_request,that's a lie.
2329,about_the_bot__as_product__elaborate_request,does rita sleep at night knowing what she has done?
2330,about_the_bot__as_product__elaborate_request,which terms?
2331,about_the_bot__as_product__elaborate_request,what do you mean by riddles?
2332,about_the_bot__as_product__elaborate_request,coffee?
2333,about_the_bot__as_product__elaborate_request,I don't agree with you.
2334,about_the_bot__as_product__elaborate_request,i'm after the color of her grammar
2335,about_the_bot__as_product__elaborate_request,did she like the German school she went to as a child?
2336,about_the_bot__as_product__elaborate_request,What do you mean by riddles?
2337,about_the_bot__as_product__elaborate_request,what does she mean by that?
2338,about_the_bot__as_product__how2acquire,I want to send a private message to the creator of this bot.
2339,about_the_bot__as_product__how2acquire,does this technology cost a lot of money?
2340,about_the_bot__as_product__how2acquire,I would like to get in touch with her to offer help.
2341,about_the_bot__as_product__how2acquire,"this is really impressive work, i want to hire Rita!"
2342,about_the_bot__as_product__how2acquire,can I design a bot like this on my own?
2343,about_the_bot__as_product__how2acquire,I would like to meet rita in person.
2344,about_the_bot__as_product__how2acquire,is she on facebook?
2345,about_the_bot__as_product__how2acquire,Can I get a copy of this chatbot for myself?
2346,about_the_bot__as_product__how2acquire,I want to buy your product.
2347,about_the_bot__as_product__how2acquire,What's her email address?
2348,about_the_bot__as_product__how2acquire,What is the company behind this service?
2349,about_the_bot__as_product__how2acquire,can you give me rita's contact details?
2350,about_the_bot__as_product__how2acquire,Are you looking for investors for this idea?
2351,about_the_bot__as_product__how2acquire,Can I get a bot like this for my own CV?
2352,about_the_bot__as_product__how2acquire,Who authorised this?
2353,about_the_bot__as_product__how2acquire,Are you for sale?
2354,about_the_bot__as_product__how2acquire,can I talk to rita in person?
2355,about_the_bot__as_product__how2acquire,"This bot is awesome, can I buy one for myself?"
2356,about_the_bot__as_product__how2acquire,what is rita's personal phone number?
2357,about_the_bot__as_product__how2acquire,where can I reach rita?
2358,about_the_bot__as_product__how2acquire,how much money do you want for a chatbot like this?
2359,about_the_bot__as_product__how2acquire,I would like to know who created this site
2360,about_the_bot__as_product__how2acquire,"I need a chatbot just like this one, can you make me one?"
2361,about_the_bot__as_product__how2acquire,how much does this bot cost?
2362,about_the_bot__as_product__how2acquire,i would like to know how to get a robot like this one
